publish_date,headline,description
3/19/20,German Government Moves Against Fringe Far-Right Group,Authorities say coronavirus will not distract them from the fight against rising political violence
3/19/20,"‘Black Swan’: A Rare Disaster, Not as Rare as Once Believed","The name for an unforeseen catastrophe goes back centuries in Europe, where no black swans had ever been seen. Eventually they turned up."
3/19/20,Commentary: It’s Not Premature to Set Supply Chains for a Coronavirus Recovery,Companies shifting into survival mode should think now about how to build the healthiest business outcome
3/19/20,Michel Roux Raised (Dismal) U.K. Culinary Standards,French chef and his brother won Michelin stars and squabbled over how to make omelets 
3/19/20,"India Executes Four Men Over 2012 Delhi Gang Rape, Murder",Attack on the 23-year-old student on a moving bus is one of India’s most high-profile crimes against women 
3/19/20,Gabbard Ends Democratic Presidential Campaign,Iraq war veteran and Hawaii congresswoman says she now supports Joe Biden
3/19/20,War on Plastic Takes a Back Seat in Coronavirus Crisis,"The impact of a temporary return to disposable plastic cups and bags could be lasting, environmentalists fear"
3/19/20,Trump Re-Election Strategy Shifts Focus to Crisis Leadership,A 2020 campaign message built for a roaring economy is now being retooled to cope with coronavirus and sliding markets
3/19/20,Impossible Foods CEO on Running a $4 Billion Startup From Children’s Bedroom,"Pat Brown does job through ‘tiny portal,’ combats isolation as coronavirus spreads "
3/19/20,Iran Releases Detained U.S. Navy Veteran to Swiss Embassy Over Coronavirus Fears,Michael White must remain in Iran; family says it is grateful for ‘interim humanitarian step’
3/19/20,"At Schools Closed for Coronavirus, Online Work Won’t Count","Because administrators can’t guarantee all students will have access, some schools call online work ‘enrichment,’ not part of curriculum"
3/19/20,Biden-Sanders Relationship to Guide Next Phase in Democratic Race,The two candidates and their aides generally get along 
3/19/20,"U.K. Limits London Travel, Weighs Broader Coronavirus Restrictions",Announcement expected later Thursday could force shops and bars to close amid concerns pandemic will overwhelm health-care system
3/19/20,Coronavirus Hits State and City Budgets,Local officials say they don’t know how deep the hole might get; a double punch of higher spending and falling revenue
3/19/20,The Humble Tire Gets Kitted Out With Technology,"Goodyear, Bridgestone are working on intelligent tires meant to help self-driving vehicles brake better"
3/19/20,New York State’s Coronavirus Cases Nearly Double,City jails to let out some prisoners with health conditions or held on minor charges
3/19/20,Samsung’s Shift Away From China Looked Smart—Then the Coronavirus Hit,"Pandemic pressures company’s supply chains, despite diversifying production to India, Vietnam "
3/19/20,"U.S. Steps Up Iran Sanctions Amid Coronavirus, as Tehran Charges Cruelty","Washington moves to punish those involved in nuclear operations, oil exports "
3/19/20,"IASB Considers Changing Rules on Company Acquisitions, Goodwill",Most of its board members are opposed to a different model for measuring goodwill
3/19/20,Lawmaker Requests Probe Into Government Failure to Deliver Coronavirus Tests,"Democratic Sen. Patty Murray, of hard-hit Washington, asks Health and Human Services Inspector General for investigation"
3/19/20,Consumers Face a Massive Credit Crunch. Lenders Are Still Figuring Out What To Do.,Out-of-work customers could miss loan payments and suffer plunging credit scores; lenders and credit-reporting firms are being asked to help
3/19/20,"Eduard Limonov, Punk Exponent of Russian Nationalism, Dies at 77","The prolific novelist and poet was known for his seamy depictions of life in Russia and abroad, and his radical politics"
3/19/20,The Unsung Pioneer of Handwashing,"In 19th-century Vienna, Ignaz Semmelweis fought to convince his fellow doctors that washing their hands could save patients’ lives."
3/19/20,Companies Retool Operations to Assist in Coronavirus Fight,"As the pandemic puts nations on wartime footing, distillers concoct hand sanitizer, a car maker offers to assemble ventilators, a jeans factory switches to face masks"
3/19/20,The Next Coronavirus Financial Crisis: Record Piles of Risky Corporate Debt,"A fast-growing market in junk-rated leveraged loans is showing severe strains, a sign of a looming credit crunch that could stifle future economic growth   "
3/19/20,The New View From the Couch,Joe Morgenstern recommends some movie magic in the time of shuttered cinemas.
3/19/20,Occidental Plans to Name Former CEO Chazen as New Chairman,The oil producer is scrambling to right itself amid plunging demand and an activist onslaught by Carl Icahn
3/19/20,Coronavirus Fears in Capitol Spur Calls for Lawmakers to Vote Remotely,Concerns rise after two House lawmakers test positive for Covid-19 
3/19/20,"A Bike Race Went Virtual, Because of Coronavirus. I Raced It. It Did Not Go Well.","In a trend that could grow, a real-life New York City sporting event moves to a digital domain. Our columnist tried to compete."
3/19/20,You Can Still Golf During the Coronavirus—Just Rake the Bunkers with Your Feet,"Golf courses, wide expanses where people don’t need to come into close contact, are seen as a rare escape; ‘club tap’"
3/19/20,FDIC Chairman Asks for Accounting-Policy Changes Due to Coronavirus,The regulator requested a delay of a new credit-loss standard for certain companies 
3/19/20,Ventilator Makers Ramp Up Production Amid Coronavirus Crunch,"Efforts to boost manufacturing of the crucial machines may not come soon enough or prove sufficient if cases surge, experts warn "
3/19/20,Saints Head Coach Sean Payton Tests Positive for Coronavirus,The 56-year-old Payton is the first known case inside the NFL
3/19/20,"Aussie Dollar at 55 Cents, Stocks Plunge in Korea: The World’s Desperate for Dollars",Investors are dumping assets and paying dearly to swap local currencies into U.S. dollars
3/19/20,U.K. Holds Off on Imposing Partial Lockdown in London,Government maintains its unorthodox approach to tackling the coronavirus pandemic 
3/19/20,Terrorism Agency Head Fired in Continuing U.S. Intelligence Shakeup,"Trump has now replaced six senior intelligence officials, prompting concerns of politicization "
3/19/20,The Long Fight Against Unjust Taxes,"From ancient Jerusalem to the American Revolution and beyond, rebels have risen up against the burden of taxation."
3/19/20,Italy’s Virus Death Toll on the Cusp of Overtaking China’s,Italy’s older population partly accounts for why the virus is killing more people than in China
3/19/20,Inside the South Korean Labs Churning Out Coronavirus Tests,South Korea has managed to check the spread of the virus with the help of an efficient testing network developed in the aftermath of the 2015 MERS outbreak
3/19/20,China Reports No New Domestic Coronavirus Infections for the First Time,"Global number of confirmed coronavirus cases tops 222,000, with total deaths in Europe surpassing China’s"
3/19/20,Why Dr. Anthony Fauci Runs,"The most influential man in American public health is a 79-year-old former marathoner who jogs and power walks as much as possible. ‘There was almost nothing that could stop us,’ his running partner says."
3/19/20,Senators Call on Veterans Affairs Department to Activate Emergency Powers to Combat Coronavirus,"Lawmakers urge VA to assist local, state authorities by using little known, but sweeping powers"
3/19/20,Nearly Two Dozen MTA Workers Test Positive for Coronavirus,"Most cases didn’t display symptoms while at work and were a low risk to riders, agency says"
3/19/20,What Price Collapse? U.S. Producers Keep Pumping,"U.S. crude output hits 13.1 million barrels a day, matching record set in February"
3/19/20,The Job Shock Begins,Measures to combat the spread of the new coronavirus are already taking a heavy toll on the job market 
3/19/20,"U.S. Coronavirus Cases Surpass 10,000",China reports no new domestic virus infections for the first time since outbreak began
3/19/20,"To Fight Coronavirus, Colleges Sent Students Home. Now Will They Refund Tuition?","Stanford cancels some housing, dining charges; Harvard, Ohio State to return part of room-and-board fees"
3/19/20,U.S. Considers Intervention in Saudi-Russia Oil Standoff,Texas regulators are weighing whether to curtail crude production for first time in decades
3/19/20,"Boeing Considers Dividend Cut, Layoffs Amid Cash Drain",Coronavirus has curtailed plane deliveries as the aerospace giant continues to work on ending the MAX grounding 
3/19/20,Coronavirus Outbreaks Spreading in Nursing Homes,Scores of cases have emerged at facilities from Illinois to Oregon and Wyoming following a deadly outbreak near Seattle
3/19/20,Coronavirus is Forcing Real-Estate Agents to Adapt. Will They Sink or Swim?,"The pandemic is halting open houses and shuttering sales centers and brokerage offices, changing the industry virtually overnight"
3/19/20,What Price Collapse? U.S. Producers Keep Pumping.,"U.S. crude output hits 13.1 million barrels a day, matching record set in February"
3/19/20,Hating Your Home Wi-Fi Network? Let’s Fix It.,"How to address flickering Zoom calls, slow speeds, dead spots and other home Wi-Fi pain points"
3/19/20,Siemens CEO Joe Kaeser to Leave by Next Year,Current Deputy CEO Roland Busch to take over as chief by February 2021 at latest
3/19/20,Tesla to Suspend U.S. Car Production Over Coronavirus,Move follows days of confusion over whether electric-car maker’s factory should remain open after officials ordered activity curtailed
3/19/20,"Ford Nixes Dividend, Suspends Guidance",Car maker to shore up balance sheet by drawing on credit lines as coronavirus pandemic spreads
3/19/20,Shutting Markets Isn’t the Solution to What’s Wrong,It’s true that markets are failing in some of their most important roles—but they should stay open
3/19/20,"Fed Ramps Up Bond Buying, Indicating Much Larger Purchases Are Likely",The central bank will buy this week more than half of the $500 billion in government debt purchases announced Sunday
3/19/20,Coronavirus-Era Food Supply: America Has a Lot. Moving It Is Tricky.,Farm giants juggle operations to answer surge in demand and ready workers to fill in for any who fall ill; ‘Platoon coverage’
3/20/20,"Stimulus Talks Focus on Cash Payments, Unemployment Insurance","Legislation is expected to undergo changes to pass Senate, where it would need Democratic support to get required 60 votes "
3/20/20,How to Get Salon-Quality Hair While Stuck At Home,These high-tech tools promise Gisele-like locks—but is the hype just a lot of hot air?
3/20/20,Coronavirus Prompts Military Bases to Change Routines,Military struggles to balance preparedness with stopping the spread of the new coronavirus 
3/20/20,PG&E Reaches Deal With California Governor on Bankruptcy Exit,Company agrees to put itself up for sale if it can’t exit bankruptcy by June 30
3/20/20,"USA Swimming, Former CDC Chief Push for Delay of Tokyo Olympics",The swimming federation asked the U.S. Olympic & Paralympic Committee to seek postponement of the July 24 start date 
3/20/20,North Korea Fires Two Short-Range Ballistic Missiles,Weapons test is Pyongyang’s third in past three weeks 
3/20/20,Coronavirus Crashes Wedding Plans: Should We Say ‘I Do’ Now or Later?,"Couples livestream ceremonies, postpone or cancel. ‘Dammit, we will get married!’"
3/20/20,"Coronavirus Deaths Top 10,000 Globally; California Orders Lockdown","Governments move with urgency to contain pandemic, as death tolls rise sharply in Iran and Italy"
3/20/20,"OPEC, U.S. Shale Producers Open Talks Amid Oil Rout",Proposed cuts in U.S. oil output seen as way to help OPEC broker truce in Saudi-Russia price war 
3/20/20,U.S. Olympic Leaders Push Toward Tokyo 2020 as Questions Loom,Team USA’s CEO and board chair decline to discuss possible change to July 24 start date as health officials call for postponement
3/20/20,"Planes, Trains and Beers: Mexican Referendums Give Voters Last Call",Mexicali residents to vote on whether to scrap Constellation Brands brewery under construction; president backed referendums on Mexico City airport and Yucatán tourist railway
3/20/20,Gig Worker Balances Big Paydays Against Coronavirus Risks,"Joseph Puma’s Shipt deliveries include constant texting with customers, hauling 12-packs onto the bus. Is it worth being exposed for a $20 tip? "
3/20/20,Happy Hour Goes Online as Coronavirus Forces Everyone Inside,"‘It’s Everyone’s Lifeline at This Point’ as People Turn to Zoom, Facebook Live and Google Hangouts For Human Contact"
3/20/20,"The Panic of 2020? Oh, I Made a Ton of Money—and So Did You",Hindsight bias suggests that one day you’ll look back on all of this and... lie
3/20/20,"Senate Democrats Call for More Sanctions on Russian Businessman, Citing Election Meddling",Five U.S. senators urge the EU to step up economic pressure and isolation of Yevgeny Prigozhin
3/20/20,McConnell Sets Midnight Deadline for Agreement on Stimulus Package,"Legislation is expected to undergo changes to pass Senate, where it would need Democratic support to get required 60 votes "
3/20/20,Analysts Slash GDP Estimates as Coronavirus Ripples Through Economy,"Goldman analysts see U.S. growth contracting 24% in second quarter, a rate nearly five times as large as bank’s previous forecast"
3/20/20,Tom Brady Is Officially a Buccaneer. Will He Win Another Ring?,The star quarterback faces the task of lifting a talented team that hasn’t made the playoffs in over a decade
3/20/20,Goldman Sachs CEO David Solomon Gets Raise After Rocky Year,"Solomon earned $24.7 million in 2019, including a $7.7 million cash bonus"
3/20/20,What’s on Your Quarantine Watchlist?,"Viewers are compiling therapeutic lineups of movies and TV shows to help make them feel better during the coronavirus crisis
		
			"
3/20/20,"Illinois, New York, California Tighten Restrictions to Fight Coronavirus","Deaths from virus top 10,000 globally, as governments move with urgency to contain pandemic"
3/20/20,Communities Mobilize to Help Elderly  Weather Coronavirus Crisis,"From communications robots to food deliveries and moral support, people in Europe and the U.S. are acting to help vulnerable senior citizens "
3/20/20,Mazda’s CX-30 Is Just the Right Size for an SUV,"With premium features, outdoorsy styling and a reasonable price tag, this crossover punches well above its weight, says Dan Neil"
3/20/20,When Plastic Bags Get the Sack,Banned plastic bags hurt marine life but have smaller environmental footprint than more durable carriers
3/20/20,Coronavirus Is Giving Readers Plenty of News. But Local Outlets Are Still Teetering.,"As with the disease, ‘the most vulnerable may not survive’ "
3/20/20,River Towns Gearing Up for Flood Season as Pandemic Looms,"From the Northern Plains to the Gulf Coast, cities worry that recession, strain on supplies of safety gear from new coronavirus could make flood season rough "
3/20/20,Passenger Airlines Start Shifting Idled Planes Into Freight Business,"With travel demand plummeting, the jets can relieve growing shipping congestion and generate revenue"
3/20/20,Stocks Waver and Dollar Weakens After Tumultuous Week in Markets,The S&P 500 is attempting to log its first back-to-back sessions of gains in more than a month
3/20/20,Mike Bloomberg’s Campaign Giving $18 Million to Democratic National Committee,"Billionaire’s advisers had been working on a way to absorb his presidential campaign operations into an outside entity, but decided to change course"
3/20/20,Corporate Boards Suffer From an ‘Experience Gap’ as the Coronavirus Upends Business,The ultra-insiders who brought their vast connections and wide knowledge to boardrooms all but evaporated in the years before this crisis
3/20/20,"Coronavirus Deaths Top 10,000 Globally; New York, California Tighten Restrictions","Governments move with urgency to contain pandemic, as death tolls rise sharply in Iran and Italy"
3/20/20,CIOs Batten Down Hatches as Recession Looms,"With the coronavirus outbreak set to wreck the economy, executives are focused on keeping businesses running, putting nonessential projects on hold"
3/20/20,Stocks Wrap Up Tough Week With Another Fall,"Dow, S&P 500 tumble more than 4% as fresh measures to contain coronavirus spook investors"
3/20/20,Boeing Suspends Dividend to Save Cash Amid Coronavirus Crisis,CEO David Calhoun and Chairman Larry Kellner to forgo pay through end of 2020 
3/20/20,Joe Biden Upgrades His Home to Reach Americans With Frequent Broadcasts,Democratic presidential front-runner says he ‘desperately’ wants to give the public his prescriptions for the coronavirus pandemic 
3/20/20,Global Airlines Ask for Cash as Governments Unveil Limited Rescue Plans,U.S. and European carriers are seeking aid as travelers cancel trips amid the global spread of the new coronavirus
3/20/20,American Affirmations in the Face of Another Test,The U.S. came together after 9/11. Covid-19 demands the same kind of unity and purpose.
3/20/20,"Family Going Stir Crazy? These Apps, Websites and Games Could Help","There are tech solutions for kids’ complaints of boredom, things to keep them moving, playing, meditating and learning"
3/20/20,Israel Turns to Its Spy Agencies to Combat Coronavirus,Effort includes undercover purchase of testing kits from abroad and phone-tracking to map infections 
3/20/20,Home Builders Still Hammering Away but Fear a Slowdown Looms,The coronavirus outbreak and weakening economy are likely to delay construction and exacerbate the housing shortage 
3/20/20,Online Gambling Stands Ready as Casinos Close,"Trade group lobbies for looser restrictions, with benefit to states of replacing lost tax revenue"
3/20/20,Elon Musk’s Defiance in the Time of Coronavirus,
3/20/20,"Illinois, New York, California, Nevada Tighten Restrictions to Fight Coronavirus","Deaths from virus top 11,000 globally, as governments move with urgency to contain pandemic"
3/20/20,How the Coronavirus Changed Everything About Economic Policy,The Covid-19 crisis has suddenly created a new consensus among policy makers and economists in favor of bold new fiscal measures 
3/20/20,"For Candidates, Coronavirus Prompts More Digital Appeals for Dollars","Campaigns have scrapped in-person events and are scrambling to arrange virtual fundraisers, using teleconferences or tools such as Zoom"
3/20/20,U.S. Military Aircraft Dispatched to Pick Up Americans Stranded by Pandemic Shutdown,Many of those trying to get home are upset at Washington’s response as other countries quickly moved to evacuate their citizens
3/20/20,"U.K. Watchdog Warns Pharmaceutical, Food Industries Against Exploiting Coronavirus",Regulator to create new task force to oversee corporate behavior
3/20/20,U.S. Extends Individual Tax Filing Deadline from April 15 to July 15,Tax preparers and lawmakers in both parties urged that the traditional April 15 deadline be moved due to the coronavirus
3/20/20,"Amid Coronavirus, U.S. and Mexico Agree to Keep Border Open for Trade and Workers","Restrictions will affect tourists and those who cross the border for recreational activities, Mexico’s foreign minister says"
3/20/20,Boards Are More Likely to Review Temporary Succession Plan Amid Pandemic,Succession planning could become a more pressing issue as concerns arise about the spread of coronavirus 
3/20/20,Palm Oil Sustainability Certifier to Review Indonesian Bribery Claims,"A human-rights organization has made accusations against one of Indonesia’s largest palm oil producers and a supplier to Kellogg’s, Unilever and Nestlé"
3/20/20,Will the Coronavirus Bring the End of Globalization? Don’t Count on It,"The Covid-19 pandemic is closing borders and disrupting supply chains, but it can’t stop our long-term movement toward a more interconnected world"
3/20/20,Lessons for the Coronavirus Crisis From Six Other Disasters,
3/20/20,Airbnb Racks Up Hundreds of Millions in Losses Due to Coronavirus,"Home-sharing giant considers raising capital; plans to go public this year in disarray, people familiar with the matter say "
3/20/20,"Amid Coronavirus Threat, U.S. and Mexico Restrict Border Crossings Except for Trade and Workers",President Trump calls the border closure necessary to slow the spread of Covid-19
3/20/20,‘I Have Bills I Have to Pay.’ Low-Wage Workers Face Brunt of Coronavirus Crisis,"Their jobs often require personal contact, such as running a cash register or cleaning hotel rooms, and are the most vulnerable to the employment and pay cuts cascading through the economy"
3/20/20,State Department Comes to Aid of Americans Stranded in Morocco Amid Coronavirus Restrictions,"Officials are supervising efforts to help approximately 1,000 U.S. citizens return home via chartered aircraft "
3/20/20,Facebook Accused in Amended Lawsuit of Knowing Ad Audiences Were Inflated,"Social-media giant says estimates weren’t guarantees, didn’t harm customers; court filing includes employee worrying about possible lawsuit in email "
3/20/20,Coronavirus Cases Strain New York City Hospitals: ‘We’re Getting Pounded’,"Swiftly rising number of patients, sooner than expected, leads to supply shortages and concern about what is to come "
3/20/20,"Burr, Senate Colleagues Sold Stock After Coronavirus Briefings",Multiple members of Congress and spouses made sales that saved them from losses before markets slid 
3/20/20,"Congress, Trump Administration Negotiate Over Cash Payments, Business Aid","The legislation is expected to undergo changes to pass the Senate, where it will need Democratic support to get the required 60 votes "
3/20/20,Coronavirus Leaves India Grappling With Its Vulnerable Diaspora,Government struggles to manage health concerns—and potential infection from—more than 17 million expatriates
3/21/20,Tom Brady’s Survival Guide to Tampa,"Besides trying to win another Super Bowl, the star quarterback’s toughest challenge might be adjusting to Florida’s endless expanse of strip malls. Here’s some advice."
3/21/20,Photos: Coronavirus Drains Life Out of Public Spaces,"In some cities, police are enforcing confinement with fines and extra patrols "
3/21/20,Coronavirus-Triggered Downturn Could Cost 5 Million U.S. Jobs,Economic output seen shrinking by as much as $1.5 trillion with recession all but certain
3/21/20,"Even Before Coronavirus Outbreak, Fewer Traders Worked on Wall Street",The electronification of trading has squeezed out tasks once performed by human hands
3/21/20,Coronavirus Grounds Once-Highflying Pilot Jobs in China,"Pilots world-wide are facing flight disruptions, but many in China don’t have union protection"
3/21/20,"Tax Day Is Now July 15: What to Know About Filing, Payment and IRAs",Internal Revenue Service gives taxpayers extra time as they face coronavirus pandemic
3/21/20,"Zoom, CNBC and Jigsaw Puzzles: How America’s Shut-In Families Are Spending Their Days","The confined U.S. consumer is watching a lot of cable TV, ordering books to keep the little ones occupied and downloading apps for everything from videogames to social gatherings "
3/21/20,USA Track & Field Joins USA Swimming in Push for Olympics Delay,Officials at the USOPC have said they wouldn’t lobby the International Olympic Committee for a delay of the Tokyo Games
3/21/20,No Studio Audience? No Problem: Peloton Star Pedals On,Robin Arzón sees spin class as respite in coronavirus era. ‘We don’t have an operating manual for what to do in times like these.’ 
3/21/20,Joe Biden’s Primary Wins Show Limits of Campaign Cash,"His successes at polls came despite rivals’ large war chests, new fundraising reports show; familiarity with voters played big role"
3/21/20,"For Small Businesses, It’s a Virus Chain Reaction","When Table 20 closed its dining room in Cartersville, Ga., this week, the pain radiated out to a hydroponic farmer, a tablecloth supplier and countless others"
3/21/20,Puerto Rico Overseers Hit Pause on $35 Billion Bond Restructuring,Oversight board cites coronavirus pandemic for its action 
3/21/20,"OK, Fine, Let’s All Get Back on Facebook",All it took was a pandemic to make Facebook’s privacy-challenged products seem highly appealing
3/21/20,Five Home Workouts to Do During the Coronavirus Outbreak,Experts say it’s important to still get exercise while we’re hunkered down. Here are specially designed workouts you can do at home.
3/21/20,How to Suspend Your Student-Loan Payments,"Due to the coronavirus pandemic, the U.S. is giving most borrowers the option to suspend payments for at least two months"
3/21/20,The Last Place to be Hit With Coronavirus Worries? Florida Beaches,"Until very recently, people were congregating in Miami Beach even as restrictions on gatherings came into effect across the country "
3/21/20,"U.S. Coronavirus Cases Jump; Global Infections Exceed 270,000",President Trump approves a major disaster declaration for New York as deaths in the country rise to 260 
3/21/20,U.S. Coronavirus Cases Jump; FDA Approves Rapid Test,President Trump approves a major disaster declaration for New York as deaths in the country rise to 260 
3/21/20,Grammy-Winning Singer Kenny Rogers Dies at 81,"The country music star died of natural causes at his home in Sandy Springs, Ga."
3/21/20,Air Contamination From ‘Forever’ Chemicals Sparks Concern,Groups sue to stop incineration of compounds linked to cancers 
3/21/20,The Home Run Revolution,"Thanks to new hitting strategies, baseball players are bashing out more homers than ever before—and changing how fans experience the game."
3/22/20,"Confirmed Global Coronavirus Infection Cases 316,000","The U.S. has logged more than 27,000 cases; more governments lock down"
3/22/20,India Tests Out a Nationwide One-Day Coronavirus Shutdown,Prime Minister Narendra Modi has dubbed the event the ‘people’s curfew’ 
3/22/20,"Marriott, Hotel Owners Furlough Thousands of Workers, Cut Staff","Coronavirus impact worse than post-9/11 attacks, financial crisis combined, Marriott CEO says"
3/22/20,WeWork’s Board Prepares for a Fight as SoftBank Gets Cold Feet,Panel of independent board directors signals willingness to take ‘all necessary actions’ to ensure follow-through on $3 billion offer
3/22/20,Coronavirus Makes Dating a Lot More Complicated,Singles looking for love make do with apps and video dates. Physical chemistry? ‘You can’t get that at all.’ 
3/22/20,Cuomo Tells New York City to Curb Social Gatherings in Parks,Governor gives city 24 hours to ‘correct the situation’ as number of coronavirus cases climbs
3/22/20,"Confirmed Global Coronavirus Infection Cases Top 321,000","The U.S. has logged more than 27,000 cases; Sen. Rand Paul tests positive"
3/22/20,"With Business Turned Upside Down, CEOs Face Monumental Leadership Challenge",The new coronavirus is giving the boss the challenge of leading employees remotely while keeping them safe and calm
3/22/20,Why It’s So Difficult to Stop the Spread of the Coronavirus,"Stealth transmission, asymptomatic carriers and a lack of testing mean no one really knows how common the virus is in the U.S."
3/22/20,"As Coronavirus Hits, New Yorkers Wonder if They Should Leave",Rentals surge in summer destinations; East Hampton is as busy as July 
3/22/20,Chess Continues on the Edge of Siberia. But Players Can’t Stop Touching Their Faces,"From twice-daily medical checks to banning handshakes, the last major sporting event in the world is taking precautions—with one major hurdle"
3/22/20,How South Korea Solved Its Acute Hospital-Bed Shortage,Lives were saved by reserving beds for most acutely ill Covid-19 patients and putting less sick in dorms 
3/22/20,Marines Plan to Retool to Meet China Threat,Most sweeping transformation in decades will shift focus from fighting insurgents in Middle East to preparing for conflict in western Pacific 
3/22/20,MGM Resorts Names President Bill Hornbuckle Acting CEO,Outgoing Chief Executive Jim Murren announced his pending departure last month
3/22/20,Occidental Nears Settlement With Carl Icahn,"Activist investor to get two board seats, approval of third, independent director "
3/22/20,"In the Coronavirus ‘Infodemic,’ Here’s How to Avoid Bad Information",Misleading information about Covid-19 spreads through texts and emails—but you can protect yourself from dubious claims and reports
3/22/20,"During Coronavirus Crisis, Big Companies Display Largess—but for How Long?","So far, many employees of small companies have been more vulnerable "
3/22/20,Chess Players Still Can’t Stop Touching Their Faces,"From twice-daily medical checks to banning handshakes, the last major sporting event in the world is taking precautions—with one major hurdle"
3/22/20,"The Worst of the Global Selloff Isn’t Here Yet, Banks and Investors Warn",Wall Street is only now coming to grips with the dislocation being wrought by the coronavirus
3/22/20,"Confirmed Global Coronavirus Infection Cases Near 330,000","U.S. has logged more than 32,000 cases; Government to provide medical supplies to New York, California, Washington state"
3/22/20,International Olympic Committee Considers Postponing Tokyo Games,‘Dramatic increase in cases and new outbreaks’ led its executive board to conclude it needs to ‘take the next step in its scenario-planning’ 
3/22/20,What You Need to Know About Telehealth During the Coronavirus Crisis,Keeping hospitals clear for confirmed cases means managing your health from home with technology
3/22/20,"Coronavirus’s Quiet Heartbreaks: Milestone Moments, Now Canceled","Beneath the world-wide upheaval of the virus, people are privately mourning the loss of life’s special moments, as long-anticipated celebrations and events go dark "
3/22/20,"Coronavirus, Early Convention Add Pressure on Democrats",The party’s convention is set to start 42 days earlier than the Republican gathering 
3/22/20,Coronavirus and Oil-Price Plunge Buries Shale and Occidental’s Big Bet,The company’s $38 billion acquisition of Anadarko Petroleum left it vulnerable to a calamitous glut
3/22/20,Coronavirus-Led Slowdown Tests the Mettle of China’s Shadow Banks,"Finance companies, lending platforms tell investors they can’t produce promised returns "
3/22/20,"Energy Giant Total Cuts Shareholder Returns, Spending After Oil Collapse","The company’s share price has halved since the start of the year, in line with other major oil companies "
3/22/20,New Jersey Scrambles to Expand Hospital Capacity Before Expected Coronavirus Surge,"Study projects state could fall short by more than 100,000 hospital beds "
3/22/20,"Nissan Readies Revival Plan, Though Timing Is ‘Terrible’",Car maker bet on a boom in car sales that never materialized. Now it must cut its losses on poor investments and overhaul its business as sales stagnate. 
3/22/20,"Jails Release Prisoners, Fearing Coronavirus Outbreak","Experts say virus could spread quickly in crowded correctional facilities, which are also banning visitors and restricting inmates’ movements "
3/22/20,Coronavirus Hits Native American Groups Already Struggling With Poor Health Care,"As tribal leaders around the country gear up for the pandemic’s spread, they worry the federal agencies that are supposed to help protect them aren’t ready "
3/22/20,"With Unmandated Sick Leave, U.S. Economy Is More Vulnerable to Pandemics","American approach could make it harder to contain the spread of the coronavirus, economists say"
3/22/20,"U.S. Targets Venezuela’s Maduro Regime With Fresh Charges, Sanctions",Prosecutors unseal corruption cases against state-owned oil company executives and an associated businessman 
3/22/20,The Kids Are Home From College. And Parents Are Trying to Cope.,Campus closures due to the coronavirus have sent millions of students home indefinitely. Here are some of the ground rules they and their parents are establishing.
3/22/20,Anxious About Coronavirus? This Crisis Guru Wants to Calm Your Fears,Nancy Lublin and colleagues at her Crisis Text Line field thousands of nervous texts; ‘We are in a surge’
3/22/20,Coronavirus Outbreak Pushes Local Governments to Freeze Home Evictions,"As job losses mount, efforts are under way in the U.S. to ensure people have a place to live and quarantine"
3/22/20,A Onetime Germ-Warfare Site Is Army’s Front Line in Coronavirus Battle,The Army is manufacturing strains of the virus as it gears up to test a slate of potential vaccines 
3/22/20,Spiritual Communion Onscreen: Houses of Worship Rush to Go Online,"Services take place without congregants, singers use the mute button and a couple watches a service in bed as the coronavirus forces abrupt changes"
3/22/20,"In Bid for Coronavirus Vaccine, U.S. Eases Access to Supercomputers",Partnership that includes government and tech companies will allow approved researchers to use powerful computing resources 
3/22/20,Trump Writes to North Korean Leader in Midst of Coronavirus Emergency,North Korea says Trump offered to help Kim Jong Un address virus; administration says president is engaging all global leaders 
3/23/20,New York City Police Step Up Patrols to Enforce Social Distancing,Mayor de Blasio to send plan on preventing gatherings to Gov. Cuomo by end of day
3/23/20,"As Economic Toll Mounts, Nation Ponders Trade-Offs","Cost of confronting pandemic is millions of jobs, trillions in wealth lost to save potentially millions of lives"
3/23/20,"Why Some Men Favor Dresses—Ahem, Nightshirts—Over Pajamas","Most view the nightshirt—once a sleepwear staple—as woefully out of date. But as more men begin working from home, the buttoned-up bedtime look is primed for a night-to-day comeback."
3/23/20,Selling Homes in the Age of Coronavirus,Real-estate agents reveal how they’re safely showing property amid the pandemic
3/23/20,Countries Roll Out Restrictions to Curb Coronavirus,"As confirmed virus cases surge past 41,500 in U.S., more states impose stay-at-home orders; U.K., South Africa announce lockdowns"
3/23/20,Coronavirus Forces Diplomats to Find New Ways to Seal Peace Deals and Forge Agreements,"
          International diplomacy used to rely on the personal touch, but now negotiators are turning to videoconferencing to keep the world on the same page"
3/23/20,Pompeo Arrives in Kabul on a Diplomatic Rescue Mission,"He is expected to meet with President Ashraf Ghani and his chief political rival, Abdullah Abdullah"
3/23/20,Former Staffers Sue Bloomberg Campaign Over Layoffs,"After launching his White House bid, Mr. Bloomberg said he planned to keep his staff on the payroll in at least six states, even if he wasn’t the Democratic nominee "
3/23/20,"For Some Adventurers, National Park Trips Become Ultimate Coronavirus Quarantine",Parks are shutting down crowded areas amid concerns about straining resources
